state,condition,measure_id,measure_name,score,start_date,end_date
MD,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67.0,2023-04-01,2024-03-31
MD,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95.0,2023-01-01,2023-12-31
MD,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,66.0,2023-04-01,2024-03-31
MD,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,82.0,2023-04-01,2024-03-31
MD,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,87.0,2023-04-01,2024-03-31
MD,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,81.0,2023-04-01,2024-03-31
MD,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,174.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),196.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),171.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),198.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),267.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,326.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),440.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),346.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),212.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),451.0,2023-04-01,2024-03-31
ME,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
ME,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,56.0,2023-04-01,2024-03-31
ME,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94.0,2023-01-01,2023-12-31
ME,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,72.0,2023-04-01,2024-03-31
ME,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,79.0,2023-04-01,2024-03-31
ME,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86.0,2023-04-01,2024-03-31
ME,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,86.0,2023-04-01,2024-03-31
ME,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,95.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,164.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),183.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),140.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),178.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),212.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,282.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),316.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),265.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),270.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),320.0,2023-04-01,2024-03-31
MI,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
MI,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73.0,2023-04-01,2024-03-31
MI,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92.0,2023-01-01,2023-12-31
MI,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59.0,2023-04-01,2024-03-31
MI,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,69.0,2023-04-01,2024-03-31
MI,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85.0,2023-04-01,2024-03-31
MI,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78.0,2023-04-01,2024-03-31
MI,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,125.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),177.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),123.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),117.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),209.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,200.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),307.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),192.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),174.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),336.0,2023-04-01,2024-03-31
MN,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
MN,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,70.0,2023-04-01,2024-03-31
MN,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,95.0,2023-01-01,2023-12-31
MN,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57.0,2023-04-01,2024-03-31
MN,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,60.0,2023-04-01,2024-03-31
MN,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75.0,2023-04-01,2024-03-31
MN,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,78.0,2023-04-01,2024-03-31
MN,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,155.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),209.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),125.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),177.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),200.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,257.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),328.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),198.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),274.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),322.0,2023-04-01,2024-03-31
MO,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4.0,2023-01-01,2023-12-31
MO,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,77.0,2023-04-01,2024-03-31
MO,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92.0,2023-01-01,2023-12-31
MO,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,58.0,2023-04-01,2024-03-31
MO,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,66.0,2023-04-01,2024-03-31
MO,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,83.0,2023-04-01,2024-03-31
MO,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77.0,2023-04-01,2024-03-31
MO,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,127.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),108.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),144.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),184.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,181.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),211.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),150.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),208.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),272.0,2023-04-01,2024-03-31
MS,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,4.0,2023-01-01,2023-12-31
MS,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,73.0,2023-04-01,2024-03-31
MS,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94.0,2023-01-01,2023-12-31
MS,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,63.0,2023-04-01,2024-03-31
MS,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,71.0,2023-04-01,2024-03-31
MS,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,85.0,2023-04-01,2024-03-31
MS,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80.0,2023-04-01,2024-03-31
MS,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,91.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,127.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),166.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),124.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),178.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,172.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),185.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),168.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),222.0,2023-04-01,2024-03-31
MT,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,2.0,2023-01-01,2023-12-31
MT,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,62.0,2023-04-01,2024-03-31
MT,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94.0,2023-01-01,2023-12-31
MT,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,71.0,2023-04-01,2024-03-31
MT,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,77.0,2023-04-01,2024-03-31
MT,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86.0,2023-04-01,2024-03-31
MT,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,87.0,2023-04-01,2024-03-31
MT,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,94.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,192.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),194.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),145.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),179.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),207.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,312.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),380.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),300.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),298.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),312.0,2023-04-01,2024-03-31
NC,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
NC,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,71.0,2023-04-01,2024-03-31
NC,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,94.0,2023-01-01,2023-12-31
NC,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,61.0,2023-04-01,2024-03-31
NC,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,70.0,2023-04-01,2024-03-31
NC,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,84.0,2023-04-01,2024-03-31
NC,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79.0,2023-04-01,2024-03-31
NC,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,93.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,110.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),101.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),165.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),188.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,147.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),138.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),167.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),290.0,2023-04-01,2024-03-31
ND,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
ND,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,60.0,2023-04-01,2024-03-31
ND,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97.0,2023-01-01,2023-12-31
ND,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,54.0,2023-04-01,2024-03-31
ND,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,57.0,2023-04-01,2024-03-31
ND,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,75.0,2023-04-01,2024-03-31
ND,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,77.0,2023-04-01,2024-03-31
ND,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,114.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),109.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),155.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),161.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,157.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),152.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),195.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),211.0,2023-04-01,2024-03-31
NE,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,1.0,2023-01-01,2023-12-31
NE,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,67.0,2023-04-01,2024-03-31
NE,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,92.0,2023-01-01,2023-12-31
NE,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,64.0,2023-04-01,2024-03-31
NE,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,73.0,2023-04-01,2024-03-31
NE,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,89.0,2023-04-01,2024-03-31
NE,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,80.0,2023-04-01,2024-03-31
NE,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,89.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,160.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),200.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),128.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),209.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),169.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,270.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),278.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),210.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),357.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),172.0,2023-04-01,2024-03-31
NH,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3.0,2023-01-01,2023-12-31
NH,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,61.0,2023-04-01,2024-03-31
NH,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,93.0,2023-01-01,2023-12-31
NH,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,57.0,2023-04-01,2024-03-31
NH,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,66.0,2023-04-01,2024-03-31
NH,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,72.0,2023-04-01,2024-03-31
NH,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,79.0,2023-04-01,2024-03-31
NH,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,92.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,187.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),192.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),145.0,2023-04-01,2024-03-31
NJ,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),179.0,2023-04-01,2024-03-31
