town,studio_units,1br_units,2br_units,3br_units,4br_units,tot_units,square_footage,ceiling_height,final_market_value,investment_rating,net_operating_income,parking_spots,year_built
Leyden,0.0,0,0,0.0,0.0,0,101645,24,6293368,B,471950,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,37544,19,2052666,C,166742,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,48068,14,2507881,C,213482,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,23343,18,1276246,C,103672,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,38160,18,2086345,C,169478,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,106328,25,6583317,B,493694,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,95019,21,4957484,C,422003,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,39564,21,2163106,C,175713,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,48565,16,2533811,C,215689,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,19500,18,1158625,C,94477,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,33579,16,1835885,C,149132,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,28553,21,1561095,C,126811,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,19920,20,1183580,C,96512,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,40360,18,2105726,C,179248,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,169265,28,14385409,A,888429,0.0,1992
Leyden,0.0,0,0,0.0,0.0,0,115395,37,7144702,B,535793,0.0,1990
Leyden,0.0,0,0,0.0,0.0,0,28800,14,2444922,C,127908,0.0,2001
Leyden,0.0,0,0,0.0,0.0,0,88550,30,6906900,B,452263,0.0,2010
Leyden,0.0,0,0,0.0,0.0,0,12098,14,718822,C,58614,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,13080,14,777170,C,63372,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,8640,14,554340,C,45349,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,10810,16,642294,C,52374,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,3000,14,263871,C,15746,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,24007,12,1312549,C,106621,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,8900,14,571021,C,46713,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,5250,14,336838,C,27555,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,8700,14,623237,C,45664,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,7100,14,455534,C,37266,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,12962,12,770158,C,62800,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,3968,12,254585,C,20827,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,2795,11,188753,C,14670,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,31967,20,1747751,C,141973,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,3500,14,224559,C,18370,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,10500,14,623875,C,50872,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,5000,14,320798,C,26243,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,6240,16,400356,C,32752,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,4950,14,317590,C,25981,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,4950,12,317590,C,25981,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,12214,14,725715,C,59176,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,10350,16,614962,C,50145,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,6300,16,404206,C,33067,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,24288,17,1327912,C,107869,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,8100,16,519693,C,42514,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,6300,16,404206,C,33067,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,52120,30,2719288,C,231477,0.0,1990
Leyden,0.0,0,0,0.0,0.0,0,4672,20,299754,C,24522,0.0,1977
Leyden,0.0,0,0,0.0,0.0,0,252000,22,15602625,B,1170067,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,23380,18,1278269,C,103836,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,116406,24,13968720,A,610985,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,97661,21,5095327,C,433736,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,7524,20,482737,C,39491,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,7720,14,495313,C,40520,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,16068,16,954707,C,77849,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,4140,15,265621,C,21729,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,12793,16,760117,C,61982,0.0,1982
Leyden,0.0,0,0,0.0,0.0,0,2648,17,169936,C,13902,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,2336,17,149929,C,12265,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,4673,17,299859,C,24530,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,4673,17,299859,C,24530,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,2336,17,149929,C,12265,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,2336,17,149929,C,12265,0.0,1979
Leyden,0.0,0,0,0.0,0.0,0,7956,14,510454,C,41759,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,15855,20,942051,C,76817,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,26487,20,1448139,C,117635,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,5120,20,328497,C,26873,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,5120,20,328497,C,26873,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,3000,16,192479,C,15746,0.0,1911
Leyden,0.0,0,0,0.0,0.0,0,5500,16,352878,C,28868,0.0,1911
Leyden,0.0,0,0,0.0,0.0,0,6000,16,384958,C,31492,0.0,1911
Leyden,0.0,0,0,0.0,0.0,0,600000,25,37149107,B,2785875,0.0,1988
Leyden,0.0,0,0,0.0,0.0,0,365661,25,22639966,B,1697809,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,88194,25,4601399,C,391691,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,400192,36,48023040,A,2100507,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,155120,16,9604282,B,720241,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,99600,36,12948000,A,575053,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,496280,35,53598240,A,2604849,0.0,2018
Leyden,0.0,0,0,0.0,0.0,0,64047,20,3341563,C,284448,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,59056,20,3081164,C,262282,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,76819,20,4007924,C,341172,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,195648,35,23477760,A,1026907,0.0,2019
Leyden,0.0,0,0,0.0,0.0,0,111241,22,6887506,B,516505,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,94954,23,6467003,B,484971,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,68249,19,3560796,C,303110,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,82000,14,4278236,C,364182,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,115385,26,7144082,B,535746,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,92737,25,4838424,C,411868,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,72960,30,5690880,B,372638,0.0,2009
Leyden,0.0,0,0,0.0,0.0,0,101606,25,6290953,B,471769,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,52592,22,2743914,C,233574,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,36000,21,1968250,C,159885,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,39624,20,2166387,C,175980,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,116342,24,7203335,B,540190,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,55346,22,2887600,C,245805,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,95732,22,4994684,C,425169,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,98908,30,5160387,C,439275,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,62178,22,3244050,C,276148,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,51666,18,2695601,C,229461,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,31354,23,1714236,C,139250,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,139067,12,8610358,B,645705,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,47238,18,2464577,C,209795,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,25200,21,1377775,C,111919,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,71635,26,3737456,C,318148,0.0,1984
Leyden,0.0,0,0,0.0,0.0,0,9313,16,597519,C,48881,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,7380,14,473498,C,38735,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,7363,15,472408,C,38646,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,14545,14,864215,C,70470,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,40700,27,2123465,C,180758,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,9509,17,610094,C,49910,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,12131,15,720783,C,58774,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,9572,16,614136,C,50241,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,10160,16,603673,C,49225,0.0,1983
Leyden,0.0,0,0,0.0,0.0,0,10160,16,603673,C,49225,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,40045,20,2089292,C,177849,0.0,1983
Leyden,0.0,0,0,0.0,0.0,0,55688,16,2905444,C,247324,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,13230,16,786082,C,64099,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,14772,16,877703,C,71570,0.0,1988
Leyden,0.0,0,0,0.0,0.0,0,62544,14,3263146,C,277773,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,57292,24,2989130,C,254448,0.0,1982
Leyden,0.0,0,0,0.0,0.0,0,18574,23,1103605,C,89991,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,8933,16,573138,C,46887,0.0,1988
Leyden,0.0,0,0,0.0,0.0,0,11411,16,678003,C,55286,0.0,1992
Leyden,0.0,0,0,0.0,0.0,0,178699,27,11064180,B,829721,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,335230,40,36204840,A,1759538,0.0,2018
Leyden,0.0,0,0,0.0,0.0,0,46622,25,4454834,B,238118,0.0,2005
Leyden,0.0,0,0,0.0,0.0,0,367389,35,44086680,A,1928333,0.0,2019
Leyden,0.0,0,0,0.0,0.0,0,107724,40,12926880,A,565416,0.0,2020
Leyden,0.0,0,0,0.0,0.0,0,228216,40,27385920,A,1197848,0.0,2020
Leyden,0.0,0,0,0.0,0.0,0,143000,28,10296000,A,750571,0.0,2009
Leyden,0.0,0,0,0.0,0.0,0,36250,16,1981918,C,160995,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,12070,16,717159,C,58479,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,38564,20,2108433,C,171272,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,4860,15,311816,C,25508,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,9456,19,606694,C,49632,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,60498,22,3156399,C,268686,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,19435,21,1154762,C,94162,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,20700,23,1131743,C,91933,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,31080,23,1699255,C,138034,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,31080,22,1699255,C,138034,0.0,1996
Leyden,0.0,0,0,0.0,0.0,0,87070,51,5930050,B,444704,0.0,2006
Leyden,0.0,0,0,0.0,0.0,0,56802,20,2963565,C,252271,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,8546,16,548308,C,44855,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,4284,12,359557,C,22485,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,61119,22,4162613,B,312161,0.0,2001
Leyden,0.0,0,0,0.0,0.0,0,87464,19,5956884,B,446716,0.0,2006
Leyden,0.0,0,0,0.0,0.0,0,92325,22,4816928,C,410038,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,5851,22,683348,C,30710,0.0,1993
Leyden,0.0,0,0,0.0,0.0,0,7564,32,857964,C,39701,0.0,2004
Leyden,0.0,0,0,0.0,0.0,0,139531,22,8639086,B,647859,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,49932,25,2605132,C,221760,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,110500,25,6841627,B,513065,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,101729,19,6298569,B,472340,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,36490,22,1995040,C,162061,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,21950,27,1200085,C,97485,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,53103,20,2770575,C,235843,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,53460,21,2789201,C,237429,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,90319,20,7044882,B,461298,0.0,2007
Leyden,0.0,0,0,0.0,0.0,0,88286,16,4606199,C,392100,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,57871,19,3019339,C,257019,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,39200,24,2143205,C,174097,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,11242,17,667962,C,54467,0.0,1983
Leyden,0.0,0,0,0.0,0.0,0,9736,14,624659,C,51101,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,19686,18,1169676,C,95378,0.0,1988
Leyden,0.0,0,0,0.0,0.0,0,7414,14,475680,C,38914,0.0,1986
Leyden,0.0,0,0,0.0,0.0,0,9530,16,611442,C,50020,0.0,1976
Leyden,0.0,0,0,0.0,0.0,0,8983,16,576346,C,47149,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,9504,16,609774,C,49884,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,11182,16,664397,C,54176,0.0,1982
Leyden,0.0,0,0,0.0,0.0,0,29655,18,1621345,C,131705,0.0,1982
Leyden,0.0,0,0,0.0,0.0,0,42436,14,2214039,C,188468,0.0,1983
Leyden,0.0,0,0,0.0,0.0,0,170426,44,10551956,B,791309,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,49680,18,2591985,C,220641,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,511924,18,31695865,B,2376927,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,65866,46,3919819,C,292527,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,113857,30,13662840,A,597606,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,206400,28,17541420,A,1083342,0.0,1995
Leyden,0.0,0,0,0.0,0.0,0,18762,29,1114775,C,90901,0.0,1994
Leyden,0.0,0,0,0.0,0.0,0,10900,18,647641,C,52810,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,87445,36,4562321,C,388365,0.0,1997
Leyden,0.0,0,0,0.0,0.0,0,25217,24,1378704,C,111995,0.0,1997
Leyden,0.0,0,0,0.0,0.0,0,24497,24,1339339,C,108797,0.0,2003
Leyden,0.0,0,0,0.0,0.0,0,745221,35,89426520,A,3911478,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,38594,26,2110073,C,171405,0.0,1983
Leyden,0.0,0,0,0.0,0.0,0,88473,18,4615955,C,392930,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,33246,15,1817678,C,147653,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,24840,17,1358092,C,110320,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,99728,16,5203169,C,442916,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,84700,38,11011000,A,489026,0.0,2019
Leyden,0.0,0,0,0.0,0.0,0,30736,16,1680448,C,136506,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,53040,21,2767288,C,235563,0.0,1978
Leyden,0.0,0,0,0.0,0.0,0,22400,16,1224688,C,99484,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,17990,16,1068905,C,87161,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,37079,17,2027242,C,164677,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,8000,15,513277,C,41990,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,9094,20,583468,C,47732,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,180000,36,21600000,A,944775,0.0,2021
Leyden,0.0,0,0,0.0,0.0,0,3211,18,208686,C,16853,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,5400,12,346462,C,28343,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,2700,12,173231,C,14171,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,2700,12,173231,C,14171,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,1685,10,108109,C,8844,0.0,1996
Leyden,0.0,0,0,0.0,0.0,0,5316,14,341073,C,27902,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,9875,14,633577,C,51831,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,2457,12,157640,C,12896,0.0,1992
Leyden,0.0,0,0,0.0,0.0,0,5567,19,357177,C,29219,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,6270,13,402281,C,32909,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,4564,15,292824,C,23955,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,4944,15,317205,C,25949,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,4608,13,295648,C,24186,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,4608,13,295648,C,24186,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,5184,14,332604,C,27209,0.0,1967
Leyden,0.0,0,0,0.0,0.0,0,10094,14,599751,C,48905,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,4668,14,299497,C,24501,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,8164,22,523799,C,42850,0.0,1992
Leyden,0.0,0,0,0.0,0.0,0,8164,22,523799,C,42850,0.0,1996
Leyden,0.0,0,0,0.0,0.0,0,5266,14,337865,C,27639,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,8517,14,546448,C,44703,0.0,1971
Leyden,0.0,0,0,0.0,0.0,0,5567,15,357177,C,29219,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,6048,18,388038,C,31744,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,8408,16,539454,C,44131,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,5567,18,357177,C,29219,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,5181,12,332411,C,27193,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,4489,14,288012,C,23561,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,6072,12,389577,C,31870,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,4815,13,308929,C,25272,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,6468,12,414985,C,33948,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,5690,14,365068,C,29865,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,3406,16,218528,C,17877,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,7900,20,506861,C,41465,0.0,1980
Leyden,0.0,0,0,0.0,0.0,0,7799,12,500381,C,40935,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,4138,15,265492,C,21719,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,5280,14,338763,C,27713,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,6067,15,389257,C,31844,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,33741,13,1844742,C,149852,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,8007,25,513726,C,42026,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,6426,14,412290,C,33728,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,6480,16,415755,C,34011,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,4900,14,314382,C,25718,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,5609,12,359871,C,29440,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,22760,16,1244371,C,101082,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,23582,14,1289313,C,104733,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,25140,18,1374494,C,111653,0.0,2005
Leyden,0.0,0,0,0.0,0.0,0,4072,15,261258,C,21372,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,5709,15,366287,C,29965,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,3914,15,251121,C,20543,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,5391,16,345885,C,28296,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,5080,16,325931,C,26663,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,4876,16,312842,C,25592,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,5228,15,335427,C,27440,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,15125,15,898677,C,73280,0.0,1961
Leyden,0.0,0,0,0.0,0.0,0,12995,15,772119,C,62960,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,4464,18,286409,C,23430,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,8571,15,549912,C,44987,0.0,1962
Leyden,0.0,0,0,0.0,0.0,0,7000,16,449118,C,36741,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,6863,16,440328,C,36022,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,11364,12,675211,C,55058,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,1470,16,101214,C,7715,0.0,2006
Leyden,0.0,0,0,0.0,0.0,0,11183,18,664456,C,54181,0.0,1968
Leyden,0.0,0,0,0.0,0.0,0,5855,16,375655,C,30731,0.0,1965
Leyden,0.0,0,0,0.0,0.0,0,14656,16,870810,C,71008,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,11914,16,707890,C,57723,0.0,1975
Leyden,0.0,0,0,0.0,0.0,0,8640,19,554340,C,45349,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,8833,16,566722,C,46362,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,17892,17,1063083,C,86686,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,5350,13,343254,C,28080,0.0,1964
Leyden,0.0,0,0,0.0,0.0,0,4279,30,274539,C,22459,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,3618,14,232129,C,18989,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,11360,20,674973,C,55039,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,2204,14,141408,C,11568,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,2882,12,184908,C,15126,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,5613,12,360128,C,29461,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,8905,12,571342,C,46740,0.0,1950
Leyden,0.0,0,0,0.0,0.0,0,5644,14,362117,C,29623,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,5156,12,330807,C,27062,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,2862,13,183625,C,15021,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,7500,20,481197,C,39365,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,2625,16,168419,C,13777,0.0,1981
Leyden,0.0,0,0,0.0,0.0,0,6187,14,451128,C,32474,0.0,1974
Leyden,0.0,0,0,0.0,0.0,0,5812,18,372896,C,30505,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,5468,13,350825,C,28700,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,3807,13,244256,C,19981,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,5500,23,352878,C,28868,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,12000,23,713000,C,58140,0.0,1960
Leyden,0.0,0,0,0.0,0.0,0,11835,21,703196,C,57340,0.0,1963
Leyden,0.0,0,0,0.0,0.0,0,9330,14,598610,C,48970,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,4785,13,307004,C,25115,0.0,1954
Leyden,0.0,0,0,0.0,0.0,0,5323,13,341522,C,27939,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,5000,16,320798,C,26243,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,15710,13,933435,C,76114,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,17030,12,1011865,C,82510,0.0,1957
Leyden,0.0,0,0,0.0,0.0,0,71919,20,3752273,C,319410,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,11465,13,681212,C,55547,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,11049,14,656494,C,53532,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,8000,12,513277,C,41990,0.0,1951
Leyden,0.0,0,0,0.0,0.0,0,8757,13,561846,C,45963,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,5658,16,363015,C,29697,0.0,1973
Leyden,0.0,0,0,0.0,0.0,0,5300,15,340046,C,27818,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,5400,12,346462,C,28343,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,4891,12,313805,C,25671,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,5400,12,346462,C,28343,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,4854,15,311431,C,25477,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,4632,14,297187,C,24312,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,4632,14,297187,C,24312,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,4632,14,297187,C,24312,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,4632,14,297187,C,24312,0.0,1969
Leyden,0.0,0,0,0.0,0.0,0,3558,14,228280,C,18675,0.0,1972
Leyden,0.0,0,0,0.0,0.0,0,10683,24,634748,C,51759,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,9900,13,635181,C,51962,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,23760,24,1299045,C,105524,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,10056,18,597494,C,48721,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,3050,12,195687,C,16008,0.0,1953
Leyden,0.0,0,0,0.0,0.0,0,6550,14,420246,C,34379,0.0,1959
Leyden,0.0,0,0,0.0,0.0,0,21966,14,1200960,C,97556,0.0,1948
Leyden,0.0,0,0,0.0,0.0,0,9215,13,591231,C,48367,0.0,1946
Leyden,0.0,0,0,0.0,0.0,0,10781,13,640571,C,52233,0.0,1966
Leyden,0.0,0,0,0.0,0.0,0,86979,18,6170737,B,444239,0.0,1956
Leyden,0.0,0,0,0.0,0.0,0,23420,19,1280455,C,104014,0.0,1970
Leyden,0.0,0,0,0.0,0.0,0,13000,16,772416,C,62985,0.0,1955
Leyden,0.0,0,0,0.0,0.0,0,21985,18,1201999,C,97640,0.0,1952
Leyden,0.0,0,0,0.0,0.0,0,31100,14,1700349,C,138122,0.0,1958
Leyden,0.0,0,0,0.0,0.0,0,6000,14,440180,C,31492,0.0,1952
