town,studio_units,1br_units,2br_units,3br_units,4br_units,tot_units,square_footage,ceiling_height,final_market_value,investment_rating,net_operating_income,parking_spots,year_built
Lake,0.0,0,0,0.0,0.0,0,2772,12,189021,0,16163,0.0,1911
Lake,0.0,0,0,0.0,0.0,0,6200,12,422774,0,36152,0.0,1932
Lake,0.0,0,0,0.0,0.0,0,89921,32,3934043,0,363056,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,8344,10,568972,0,48653,0.0,1930
Lake,0.0,0,0,0.0,0.0,0,1250,12,89750,0,7288,0.0,1985
Lake,0.0,0,0,0.0,0.0,0,14713,16,1450439,0,77224,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,58069,22,2540518,0,234453,0.0,1965
Lake,0.0,0,0,0.0,0.0,0,3733,16,268029,0,21767,0.0,1953
Lake,0.0,0,0,0.0,0.0,0,3080,20,221144,0,17959,0.0,1982
Lake,0.0,0,0,0.0,0.0,0,87664,21,3835300,0,353943,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,194208,10,7088592,0,627291,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,6247,12,448534,0,36426,0.0,1982
Lake,0.0,0,0,0.0,0.0,0,32833,24,1818948,0,155726,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,7617,10,519399,0,44414,0.0,1927
Lake,0.0,0,0,0.0,0.0,0,6000,10,409136,0,34986,0.0,1919
Lake,0.0,0,0,0.0,0.0,0,9531,14,684325,0,55575,0.0,1941
Lake,0.0,0,0,0.0,0.0,0,5280,12,412816,0,30787,0.0,1976
Lake,0.0,0,0,0.0,0.0,0,16050,36,1005131,0,84242,0.0,1917
Lake,0.0,0,0,0.0,0.0,0,245900,35,9280947,0,794257,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,5000,12,1203066,0,29155,0.0,1992
Lake,0.0,0,0,0.0,0.0,0,139043,12,5075069,0,449108,0.0,1981
Lake,0.0,0,0,0.0,0.0,0,5048,14,362446,0,29434,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,115855,25,4228707,0,374211,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,168120,24,6136380,0,543027,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,34617,20,1917781,0,164188,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,48586,20,2125637,0,196165,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,101334,12,3698691,0,327308,0.0,1980
Lake,0.0,0,0,0.0,0.0,0,14700,25,1763037,0,77156,0.0,2020
Lake,0.0,0,0,0.0,0.0,0,211480,21,7719020,0,683080,0.0,1949
Lake,0.0,0,0,0.0,0.0,0,68158,20,2981912,0,275187,0.0,1966
Lake,0.0,0,0,0.0,0.0,0,8446,20,659188,0,49248,0.0,1916
Lake,0.0,0,0,0.0,0.0,0,252,12,23915,0,1469,0.0,1909
Lake,0.0,0,0,0.0,0.0,0,38416,19,2128246,0,182207,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,13519,16,846627,0,70957,0.0,1918
Lake,0.0,0,0,0.0,0.0,0,11250,16,741093,0,59048,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,106712,18,3894988,0,344679,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,5000,29,340947,0,29155,0.0,1895
Lake,0.0,0,0,0.0,0.0,0,193444,31,6673818,0,624824,0.0,1927
Lake,0.0,0,0,0.0,0.0,0,10800,12,711450,0,56686,0.0,1964
Lake,0.0,0,0,0.0,0.0,0,104054,14,3797971,0,336094,0.0,1958
Lake,0.0,0,0,0.0,0.0,0,3192,20,335221,0,18612,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,12297,16,1026900,0,64543,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,199357,18,7276530,0,643923,0.0,1966
Lake,0.0,0,0,0.0,0.0,0,10150,18,899311,0,53274,0.0,1956
Lake,0.0,0,0,0.0,0.0,0,51299,21,2244331,0,207119,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,12810,16,843858,0,67236,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,4957,14,355912,0,28904,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,105384,30,4113488,0,340390,0.0,1999
Lake,0.0,0,0,0.0,0.0,0,8290,26,595222,0,48338,0.0,1936
Lake,0.0,0,0,0.0,0.0,0,46285,20,2054548,0,186875,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,1250,12,89750,0,7288,0.0,1982
Lake,0.0,0,0,0.0,0.0,0,5633,14,404449,0,32846,0.0,1963
Lake,0.0,0,0,0.0,0.0,0,42634,10,1865237,0,172134,0.0,1979
Lake,0.0,0,0,0.0,0.0,0,58361,14,3187873,0,235632,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,2750,14,354401,0,16035,0.0,2020
Lake,0.0,0,0,0.0,0.0,0,58005,18,2537718,0,234195,0.0,1964
Lake,0.0,0,0,0.0,0.0,0,84924,20,3715425,0,342880,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,39561,22,2191679,0,187637,0.0,1956
Lake,0.0,0,0,0.0,0.0,0,11982,22,956518,0,62890,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,83626,20,3658637,0,337639,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,22348,20,1238079,0,105996,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,3128,12,340234,0,18239,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,10000,15,718000,0,58310,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,2250,14,153426,0,13119,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,1920,9,130923,0,11195,0.0,1914
Lake,0.0,0,0,0.0,0.0,0,36729,18,2245490,0,174205,0.0,1956
Lake,0.0,0,0,0.0,0.0,0,1098422,80,40092403,0,3547903,0.0,1945
Lake,0.0,0,0,0.0,0.0,0,55000,22,2406250,0,222062,0.0,1976
Lake,0.0,0,0,0.0,0.0,0,3768,12,417770,0,21971,0.0,2001
Lake,0.0,0,0,0.0,0.0,0,5556,26,623314,0,32397,0.0,2003
Lake,0.0,0,0,0.0,0.0,0,225745,34,8239692,0,729156,0.0,1979
Lake,0.0,0,0,0.0,0.0,0,43137,18,1887243,0,174165,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,1875,12,134625,0,10933,0.0,1971
Lake,0.0,0,0,0.0,0.0,0,38104,15,2110961,0,180727,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,22843,9,1198415,0,108344,0.0,1919
Lake,0.0,0,0,0.0,0.0,0,49283,21,2156131,0,198980,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,10507,16,692148,0,55148,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,14140,21,1528116,0,74217,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,18899,16,1244971,0,99196,0.0,1954
Lake,0.0,0,0,0.0,0.0,0,5760,12,392771,0,33586,0.0,1931
Lake,0.0,0,0,0.0,0.0,0,5653,15,405885,0,32962,0.0,1955
Lake,0.0,0,0,0.0,0.0,0,109494,20,3996531,0,353665,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,5000,10,340947,0,29155,0.0,1921
Lake,0.0,0,0,0.0,0.0,0,3984,13,286051,0,23230,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,165000,28,11968000,0,532950,0.0,2008
Lake,0.0,0,0,0.0,0.0,0,2068,12,177927,0,12058,0.0,1919
Lake,0.0,0,0,0.0,0.0,0,218900,26,7989850,0,707047,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,286700,15,10464550,0,926041,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,25546,14,1415248,0,121164,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,20241,16,1061906,0,96003,0.0,1932
Lake,0.0,0,0,0.0,0.0,0,6260,8,449468,0,36502,0.0,1952
Lake,0.0,0,0,0.0,0.0,0,39433,19,2184588,0,187030,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,16997,19,1119677,0,89213,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,19304,11,1271651,0,101321,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,41704,15,1824550,0,168379,0.0,1951
Lake,0.0,0,0,0.0,0.0,0,7146,14,487281,0,41668,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,8968,12,643902,0,52292,0.0,1955
Lake,0.0,0,0,0.0,0.0,0,6722,14,800987,0,39195,0.0,1954
Lake,0.0,0,0,0.0,0.0,0,2248,24,161406,0,13108,0.0,1950
Lake,0.0,0,0,0.0,0.0,0,39900,18,2210460,0,189245,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,69760,19,3052000,0,281656,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,1764,16,133683,0,10285,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,33350,16,1847590,0,158179,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,63257,21,2609351,0,255400,0.0,1964
Lake,0.0,0,0,0.0,0.0,0,88112,20,3854900,0,355752,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,83308,22,3644725,0,336356,0.0,1971
Lake,0.0,0,0,0.0,0.0,0,4000,12,287200,0,23324,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,13570,20,893923,0,71225,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,10622,16,699724,0,55752,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,228000,19,8322000,0,736440,0.0,1955
Lake,0.0,0,0,0.0,0.0,0,2689,10,193070,0,15679,0.0,1949
Lake,0.0,0,0,0.0,0.0,0,22230,15,2120075,0,105436,0.0,2010
Lake,0.0,0,0,0.0,0.0,0,2900,10,197749,0,16909,0.0,1926
Lake,0.0,0,0,0.0,0.0,0,25634,24,1477835,0,121582,0.0,1985
Lake,0.0,0,0,0.0,0.0,0,307275,26,11215537,0,992498,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,20430,18,1131822,0,96899,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,45001,16,1968793,0,181691,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,208555,26,7612257,0,673632,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,7150,8,513370,0,41691,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,8100,12,581580,0,47231,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,1225,15,83532,0,7142,0.0,1914
Lake,0.0,0,0,0.0,0.0,0,4680,12,336024,0,27289,0.0,1965
Lake,0.0,0,0,0.0,0.0,0,1450,9,98874,0,8454,0.0,1930
Lake,0.0,0,0,0.0,0.0,0,13579,15,894516,0,71272,0.0,1971
Lake,0.0,0,0,0.0,0.0,0,7200,11,516960,0,41983,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,5000,15,340947,0,29155,0.0,1923
Lake,0.0,0,0,0.0,0.0,0,15070,28,1054774,0,79098,0.0,1998
Lake,0.0,0,0,0.0,0.0,0,2870,9,206066,0,16734,0.0,1964
Lake,0.0,0,0,0.0,0.0,0,5660,13,385952,0,33003,0.0,1930
Lake,0.0,0,0,0.0,0.0,0,21209,16,1174978,0,100594,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,5000,8,359000,0,29155,0.0,1966
Lake,0.0,0,0,0.0,0.0,0,465,16,225844,0,2711,0.0,1953
Lake,0.0,0,0,0.0,0.0,0,9135,16,986561,0,53266,0.0,1954
Lake,0.0,0,0,0.0,0.0,0,6250,15,448750,0,36443,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,22593,16,1251652,0,107158,0.0,1946
Lake,0.0,0,0,0.0,0.0,0,11610,15,817543,0,60937,0.0,1963
Lake,0.0,0,0,0.0,0.0,0,3840,12,452268,0,22391,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,13220,18,870867,0,69388,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,4000,14,287200,0,23324,0.0,1967
Lake,0.0,0,0,0.0,0.0,0,35631,19,1973957,0,168997,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,24356,14,1349322,0,115520,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,5000,16,359000,0,29155,0.0,1981
Lake,0.0,0,0,0.0,0.0,0,31150,20,1634227,0,147744,0.0,1929
Lake,0.0,0,0,0.0,0.0,0,15120,14,996030,0,79361,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,26226,18,1718148,0,124389,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,29307,16,1623607,0,139003,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,24799,17,1373864,0,117621,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,51022,18,2232212,0,206001,0.0,1982
Lake,0.0,0,0,0.0,0.0,0,4870,20,458871,0,28396,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,5436,12,370677,0,31697,0.0,1934
Lake,0.0,0,0,0.0,0.0,0,3947,8,269143,0,23014,0.0,1904
Lake,0.0,0,0,0.0,0.0,0,4875,12,470968,0,28426,0.0,1993
Lake,0.0,0,0,0.0,0.0,0,2942,9,306169,0,17154,0.0,1924
Lake,0.0,0,0,0.0,0.0,0,2304,14,198563,0,13434,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,164757,24,6013630,0,532165,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,13290,20,832286,0,69755,0.0,1924
Lake,0.0,0,0,0.0,0.0,0,2176,23,259340,0,12688,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,2500,12,179500,0,14577,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,3450,12,235253,0,20116,0.0,1905
Lake,0.0,0,0,0.0,0.0,0,12242,28,766655,0,64255,0.0,1924
Lake,0.0,0,0,0.0,0.0,0,4250,14,305150,0,24781,0.0,1952
Lake,0.0,0,0,0.0,0.0,0,8351,12,599601,0,48694,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,16203,26,1067372,0,85045,0.0,1964
Lake,0.0,0,0,0.0,0.0,0,10000,14,1589828,0,58310,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,4302,14,293351,0,25084,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,6752,11,460415,0,39370,0.0,1917
Lake,0.0,0,0,0.0,0.0,0,4000,22,272757,0,23324,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,2024,26,138015,0,11801,0.0,1889
Lake,0.0,0,0,0.0,0.0,0,2678,32,305467,0,15615,0.0,1915
Lake,0.0,0,0,0.0,0.0,0,2845,20,217730,0,16589,0.0,1999
Lake,0.0,0,0,0.0,0.0,0,59795,21,2616031,0,241422,0.0,1956
Lake,0.0,0,0,0.0,0.0,0,4976,12,357276,0,29015,0.0,1980
Lake,0.0,0,0,0.0,0.0,0,5286,12,379534,0,30822,0.0,1953
Lake,0.0,0,0,0.0,0.0,0,218088,40,7960212,0,704424,0.0,1955
Lake,0.0,0,0,0.0,0.0,0,2000,16,143600,0,11662,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,6000,14,430800,0,34986,0.0,1956
Lake,0.0,0,0,0.0,0.0,0,20944,14,1160297,0,99337,0.0,1952
Lake,0.0,0,0,0.0,0.0,0,50044,19,2189425,0,202052,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,56542,14,2332357,0,228288,0.0,1928
Lake,0.0,0,0,0.0,0.0,0,31008,17,2706239,0,147070,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,63150,32,5536150,0,254968,0.0,2014
Lake,0.0,0,0,0.0,0.0,0,10000,16,718000,0,58310,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,3526,16,253166,0,20560,0.0,1958
Lake,0.0,0,0,0.0,0.0,0,2838,19,215913,0,16548,0.0,1929
Lake,0.0,0,0,0.0,0.0,0,58414,16,2740590,0,235846,0.0,1999
Lake,0.0,0,0,0.0,0.0,0,4000,12,287200,0,23324,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,4507,12,323602,0,26280,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,37404,15,2072181,0,177407,0.0,1958
Lake,0.0,0,0,0.0,0.0,0,984,12,85475,0,5737,0.0,1979
Lake,0.0,0,0,0.0,0.0,0,5040,19,456565,0,29388,0.0,1994
Lake,0.0,0,0,0.0,0.0,0,3133,8,800341,0,18268,0.0,1964
Lake,0.0,0,0,0.0,0.0,0,5990,9,408454,0,34927,0.0,1934
Lake,0.0,0,0,0.0,0.0,0,4600,12,330280,0,26822,0.0,1966
Lake,0.0,0,0,0.0,0.0,0,5330,14,382694,0,31079,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,6960,12,499728,0,40583,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,7000,18,502600,0,40817,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,17348,17,1142799,0,91055,0.0,1967
Lake,0.0,0,0,0.0,0.0,0,5007,22,341424,0,29195,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,3321,14,226457,0,19364,0.0,1908
Lake,0.0,0,0,0.0,0.0,0,1944,16,170671,0,11335,0.0,1963
Lake,0.0,0,0,0.0,0.0,0,5342,20,383555,0,31149,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,4100,24,771048,0,23907,0.0,1985
Lake,0.0,0,0,0.0,0.0,0,1430,15,129510,0,8338,0.0,1956
Lake,0.0,0,0,0.0,0.0,0,4092,10,564645,0,23860,0.0,2001
Lake,0.0,0,0,0.0,0.0,0,9063,16,883103,0,52846,0.0,1994
Lake,0.0,0,0,0.0,0.0,0,56040,30,2311650,0,226261,0.0,1920
Lake,0.0,0,0,0.0,0.0,0,8800,12,631840,0,51312,0.0,1954
Lake,0.0,0,0,0.0,0.0,0,3145,12,240194,0,18338,0.0,1989
Lake,0.0,0,0,0.0,0.0,0,7927,19,605411,0,46222,0.0,1994
Lake,0.0,0,0,0.0,0.0,0,19968,19,1315392,0,104807,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,10282,16,677326,0,53967,0.0,1967
Lake,0.0,0,0,0.0,0.0,0,2600,12,186680,0,15160,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,3085,12,221503,0,17988,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,5000,12,389272,0,29155,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,1040,12,554240,0,6064,0.0,1999
Lake,0.0,0,0,0.0,0.0,0,13814,16,909997,0,72506,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,49928,21,2184350,0,201584,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,52090,36,2668605,0,210313,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,14222,12,995421,0,74647,0.0,1991
Lake,0.0,0,0,0.0,0.0,0,2125,9,152575,0,12390,0.0,1949
Lake,0.0,0,0,0.0,0.0,0,1963,8,140943,0,11446,0.0,1971
Lake,0.0,0,0,0.0,0.0,0,1000,8,71800,0,5831,0.0,1976
Lake,0.0,0,0,0.0,0.0,0,2816,8,362388,0,16420,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,9000,13,661352,0,52479,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,9791,20,747771,0,57091,0.0,1993
Lake,0.0,0,0,0.0,0.0,0,3760,12,269968,0,21924,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,12600,14,830025,0,66134,0.0,1961
Lake,0.0,0,0,0.0,0.0,0,30024,12,2982845,0,142403,0.0,1958
Lake,0.0,0,0,0.0,0.0,0,12152,24,773066,0,63782,0.0,1919
Lake,0.0,0,0,0.0,0.0,0,9600,16,721743,0,55977,0.0,1965
Lake,0.0,0,0,0.0,0.0,0,3900,12,280020,0,22740,0.0,1957
Lake,0.0,0,0,0.0,0.0,0,3192,12,323188,0,18612,0.0,1919
Lake,0.0,0,0,0.0,0.0,0,8123,20,1039812,0,47365,0.0,1989
Lake,0.0,0,0,0.0,0.0,0,900,12,121060,0,5247,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,3600,16,576276,0,20991,0.0,1996
Lake,0.0,0,0,0.0,0.0,0,137349,30,4738540,0,443637,0.0,1909
Lake,0.0,0,0,0.0,0.0,0,38223,20,2385270,0,181291,0.0,1971
Lake,0.0,0,0,0.0,0.0,0,28040,20,1937568,0,132993,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,7800,14,560040,0,45481,0.0,1936
Lake,0.0,0,0,0.0,0.0,0,8950,12,642610,0,52187,0.0,1965
Lake,0.0,0,0,0.0,0.0,0,23881,19,2445395,0,113267,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,126976,35,9590920,0,410132,0.0,2011
Lake,0.0,0,0,0.0,0.0,0,1026,12,204350,0,5982,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,4248,18,289668,0,24770,0.0,1931
Lake,0.0,0,0,0.0,0.0,0,15960,19,1051365,0,83770,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,800,12,77484,0,4664,0.0,1938
Lake,0.0,0,0,0.0,0.0,0,13426,17,840803,0,70469,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,20600,18,1141240,0,97705,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,6250,12,639356,0,36443,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,12430,12,818826,0,65241,0.0,1965
Lake,0.0,0,0,0.0,0.0,0,2823,12,215601,0,16460,0.0,1989
Lake,0.0,0,0,0.0,0.0,0,768,8,208546,0,4478,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,5000,16,340947,0,29155,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,640,18,90216,0,3731,0.0,1971
Lake,0.0,0,0,0.0,0.0,0,7000,12,502600,0,40817,0.0,1971
Lake,0.0,0,0,0.0,0.0,0,12053,10,923311,0,63263,0.0,1960
Lake,0.0,0,0,0.0,0.0,0,45246,20,1979512,0,182680,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,49928,19,2184350,0,201584,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,3075,14,220785,0,17930,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,3750,8,269250,0,21866,0.0,1965
Lake,0.0,0,0,0.0,0.0,0,12270,26,808286,0,64402,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,2304,10,234228,0,13434,0.0,1926
Lake,0.0,0,0,0.0,0.0,0,14990,14,1049175,0,78678,0.0,1994
Lake,0.0,0,0,0.0,0.0,0,9600,16,733184,0,55977,0.0,1989
Lake,0.0,0,0,0.0,0.0,0,2480,18,178064,0,14460,0.0,1966
Lake,0.0,0,0,0.0,0.0,0,3000,16,215400,0,17493,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,5900,15,427492,0,34402,0.0,1963
Lake,0.0,0,0,0.0,0.0,0,16244,16,1070073,0,85260,0.0,1981
Lake,0.0,0,0,0.0,0.0,0,68775,20,3226693,0,277679,0.0,1991
Lake,0.0,0,0,0.0,0.0,0,6452,16,992337,0,37621,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,11125,12,696703,0,58392,0.0,1940
Lake,0.0,0,0,0.0,0.0,0,6000,11,430800,0,34986,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,5352,12,364950,0,31207,0.0,1931
Lake,0.0,0,0,0.0,0.0,0,7600,14,545680,0,44315,0.0,1968
Lake,0.0,0,0,0.0,0.0,0,11305,15,744716,0,59337,0.0,1967
Lake,0.0,0,0,0.0,0.0,0,7498,16,538356,0,43720,0.0,1940
Lake,0.0,0,0,0.0,0.0,0,1430,16,155830,0,8338,0.0,1895
Lake,0.0,0,0,0.0,0.0,0,4656,14,317490,0,27149,0.0,1899
Lake,0.0,0,0,0.0,0.0,0,300,14,47940,0,1749,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,2474,12,168700,0,14425,0.0,1898
Lake,0.0,0,0,0.0,0.0,0,106330,26,3881045,0,343445,0.0,1974
Lake,0.0,0,0,0.0,0.0,0,1029,8,74632,0,6000,0.0,1964
Lake,0.0,0,0,0.0,0.0,0,2080,12,149344,0,12128,0.0,1972
Lake,0.0,0,0,0.0,0.0,0,2808,15,201614,0,16373,0.0,1959
Lake,0.0,0,0,0.0,0.0,0,21500,19,1191100,0,101974,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,3600,9,245482,0,20991,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,1976,12,150913,0,11522,0.0,1998
Lake,0.0,0,0,0.0,0.0,0,2800,12,213845,0,16326,0.0,1989
Lake,0.0,0,0,0.0,0.0,0,10343,15,681345,0,54287,0.0,1936
Lake,0.0,0,0,0.0,0.0,0,3300,15,236940,0,19242,0.0,1951
Lake,0.0,0,0,0.0,0.0,0,9200,12,660560,0,53645,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,55402,9,2285332,0,223685,0.0,1923
Lake,0.0,0,0,0.0,0.0,0,174984,53,13217124,0,565198,0.0,2014
Lake,0.0,0,0,0.0,0.0,0,3992,12,326913,0,23277,0.0,1952
Lake,0.0,0,0,0.0,0.0,0,4964,19,356415,0,28945,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,307600,20,11227400,0,993548,0.0,1962
Lake,0.0,0,0,0.0,0.0,0,12459,16,1236870,0,65394,0.0,1998
Lake,0.0,0,0,0.0,0.0,0,2600,12,186680,0,15160,0.0,1963
Lake,0.0,0,0,0.0,0.0,0,400,16,58980,0,2332,0.0,1948
Lake,0.0,0,0,0.0,0.0,0,2100,12,150780,0,12245,0.0,1956
Lake,0.0,0,0,0.0,0.0,0,2500,11,179500,0,14577,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,6422,10,747573,0,37446,0.0,2008
Lake,0.0,0,0,0.0,0.0,0,6011,20,431589,0,35050,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,1650,18,575238,0,9621,0.0,1980
Lake,0.0,0,0,0.0,0.0,0,1250,10,112341,0,7288,0.0,1992
Lake,0.0,0,0,0.0,0.0,0,2275,18,185145,0,13265,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,434860,26,15872390,0,1404597,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,26474,20,1656322,0,125566,0.0,2000
Lake,0.0,0,0,0.0,0.0,0,1680,16,181796,0,9796,0.0,1984
Lake,0.0,0,0,0.0,0.0,0,5600,15,434920,0,32653,0.0,1980
Lake,0.0,0,0,0.0,0.0,0,1666,17,116947,0,9714,0.0,1933
Lake,0.0,0,0,0.0,0.0,0,1500,12,111004,0,8746,0.0,1982
Lake,0.0,0,0,0.0,0.0,0,4419,12,317284,0,25767,0.0,1969
Lake,0.0,0,0,0.0,0.0,0,5036,16,361584,0,29364,0.0,1970
Lake,0.0,0,0,0.0,0.0,0,2160,12,180722,0,12594,0.0,1992
Lake,0.0,0,0,0.0,0.0,0,2250,8,161550,0,13119,0.0,1976
Lake,0.0,0,0,0.0,0.0,0,25200,20,1396080,0,119523,0.0,1973
Lake,0.0,0,0,0.0,0.0,0,176,10,15842,0,1026,0.0,1967
Lake,0.0,0,0,0.0,0.0,0,4182,8,463672,0,24385,0.0,2004
Lake,0.0,0,0,0.0,0.0,0,4000,16,960232,0,23324,0.0,1954
Lake,0.0,0,0,0.0,0.0,0,633057,35,75470945,0,5623128,0.0,2020
Lake,0.0,0,0,0.0,0.0,0,4189,12,332421,0,24426,0.0,1918
Lake,0.0,0,0,0.0,0.0,0,2475,18,618396,0,14431,0.0,1995
Lake,0.0,0,0,0.0,0.0,0,22615,20,1252871,0,107262,0.0,1975
Lake,0.0,0,0,0.0,0.0,0,1550,22,111290,0,9038,0.0,1949
Lake,0.0,0,0,0.0,0.0,0,998,12,182197,0,5819,0.0,1912
Lake,0.0,0,0,0.0,0.0,0,2090,14,216622,0,12186,0.0,1983
Lake,0.0,0,0,0.0,0.0,0,3000,15,215400,0,17493,0.0,1959
